T,magnetization,mag_err,susceptibility,sus_err,stiffness,stiff_err,specific_heat,sheat_err
0.1,0.9748512221594683,3.3306690738754696e-16,0.05706401303574253,6.938893903907228e-18,0.4872052275797099,5.551115123125783e-17,0.324842504054216,0.0
0.2,0.949836088021706,0.0,0.07090968686369278,1.3877787807814457e-17,0.4730008576641893,0.0,0.4505666857585604,5.551115123125783e-17
0.3,0.9248366145814099,1.1102230246251565e-16,0.14531047043610687,2.7755575615628914e-17,0.458568512948644,0.0,0.6491714048390336,2.220446049250313e-16
0.4,0.8972855966668544,2.220446049250313e-16,0.20035355225272677,8.326672684688674e-17,0.44263119993468025,0.0,0.6300475553427024,0.0
0.5,0.8665011813189727,0.0,0.3402739939041017,5.551115123125783e-17,0.4307304696079541,1.1102230246251565e-16,0.6030911399783934,0.0
0.6,0.833380194396545,1.1102230246251565e-16,0.3109924930251077,5.551115123125783e-17,0.4044141120678615,1.6653345369377348e-16,0.6916713920195601,1.1102230246251565e-16
0.7,0.8040830750012915,1.1102230246251565e-16,0.4691489134278165,5.551115123125783e-17,0.3786689364706726,1.1102230246251565e-16,0.8071480707090822,0.0
0.7333333333333333,0.7906093098670018,0.0,0.415711902560635,0.0,0.37153460301837216,0.0,0.716201865688976,2.220446049250313e-16
0.7666666666666666,0.7756827750774229,2.220446049250313e-16,0.5373657929799013,1.1102230246251565e-16,0.34929877645325264,5.551115123125783e-17,0.8078054509535597,1.1102230246251565e-16
0.8,0.7653353638121044,0.0,0.5158949279275291,2.220446049250313e-16,0.33412657431625375,1.1102230246251565e-16,0.9316169691500524,1.1102230246251565e-16
0.8333333333333334,0.7513986357946508,0.0,0.6460108856512812,2.220446049250313e-16,0.3240020713860976,0.0,1.11613177913245,0.0
0.8666666666666667,0.7391493361908402,2.220446049250313e-16,0.6308839595457547,0.0,0.30156252736852013,0.0,0.8980476460866232,1.1102230246251565e-16
0.9,0.7139856157516516,0.0,0.712700743106658,1.1102230246251565e-16,0.28150833206946463,5.551115123125783e-17,0.8882573702992527,2.220446049250313e-16
0.9333333333333333,0.6981455978864889,0.0,0.9908068597448413,1.1102230246251565e-16,0.27064041554077506,5.551115123125783e-17,0.9141801146950369,2.220446049250313e-16
0.9666666666666668,0.6689748630298971,0.0,1.665305862178356,0.0,0.23854733495387287,0.0,1.0382537761388784,0.0
1.0,0.6522777933326285,1.1102230246251565e-16,1.5584997174922537,0.0,0.19134958171485283,2.7755575615628914e-17,1.0871094854562664,2.220446049250313e-16
1.0333333333333334,0.6192298069514343,0.0,2.437764546125318,4.440892098500626e-16,0.07182946935941946,0.0,1.495211962922673,0.0
1.0666666666666669,0.565382376354593,1.1102230246251565e-16,2.885221742788765,4.440892098500626e-16,0.03455665835761077,6.938893903907228e-18,1.249400231224645,2.220446049250313e-16
1.1,0.5419039510255192,0.0,3.3624748919755088,0.0,0.019207316637617173,3.469446951953614e-18,1.4240883706497043,2.220446049250313e-16
1.28,0.320271941444685,5.551115123125783e-17,3.6448720342524545,1.3322676295501878e-15,-0.18444480890872517,0.0,1.0216398139364944,2.220446049250313e-16
1.46,0.20376406228408098,2.7755575615628914e-17,1.77553162507294,2.220446049250313e-16,-0.15037072296276235,2.7755575615628914e-17,0.6651619278909425,0.0
1.6400000000000001,0.15138627107547842,2.7755575615628914e-17,0.7884587010883719,1.1102230246251565e-16,-0.14204265841633573,2.7755575615628914e-17,0.48186819806460796,5.551115123125783e-17
1.82,0.1341371096661565,2.7755575615628914e-17,0.6412088356713123,0.0,-0.10240953144331233,0.0,0.3611526366561379,5.551115123125783e-17
2.0,0.11511878038820282,2.7755575615628914e-17,0.47019427721006324,0.0,-0.12514750522200366,0.0,0.3711717997591073,0.0
