T,magnetization,mag_err,susceptibility,sus_err,stiffness,stiff_err,specific_heat,sheat_err
0.1,0.9695393222114016,1.1102230246251565e-16,0.21171453385200004,5.551115123125783e-17,0.4872153597539787,1.1102230246251565e-16,0.30163868106892266,0.0
0.2,0.9390379721379111,1.1102230246251565e-16,0.40446466910972784,5.551115123125783e-17,0.47340688737492514,1.1102230246251565e-16,0.4897287781729393,1.1102230246251565e-16
0.3,0.906572050241313,3.3306690738754696e-16,0.5459638668105575,1.1102230246251565e-16,0.4586156594640076,1.1102230246251565e-16,0.3254931099415808,0.0
0.4,0.8700024951252726,3.3306690738754696e-16,0.8187201533379915,3.3306690738754696e-16,0.4423576671331921,1.6653345369377348e-16,0.43602936085775446,1.1102230246251565e-16
0.5,0.8376958798951193,1.1102230246251565e-16,0.9291231466437014,3.3306690738754696e-16,0.42504114567511697,5.551115123125783e-17,0.6667044434871765,1.1102230246251565e-16
0.6,0.8034875959618045,2.220446049250313e-16,1.244413365313286,2.220446049250313e-16,0.4011000297196834,1.1102230246251565e-16,0.7254095859072078,1.1102230246251565e-16
0.7,0.7663217446789008,1.1102230246251565e-16,1.2594516188309288,2.220446049250313e-16,0.3757693064790151,0.0,0.7251522656909504,0.0
0.7333333333333333,0.7508194871803494,0.0,1.4298968124933444,2.220446049250313e-16,0.364325342492635,1.1102230246251565e-16,0.7692621029001457,1.1102230246251565e-16
0.7666666666666666,0.7316253318448125,0.0,1.4383882497026519,4.440892098500626e-16,0.3522882413687691,0.0,0.6880995546901707,0.0
0.8,0.7151284995300309,0.0,1.7705093357969584,2.220446049250313e-16,0.3402668734766361,0.0,0.7461972026613206,1.1102230246251565e-16
0.8333333333333334,0.700928417265836,1.1102230246251565e-16,1.9169113986805264,4.440892098500626e-16,0.32103821674017524,0.0,0.9265751544077302,2.220446049250313e-16
0.8666666666666667,0.6828901411907402,0.0,2.132038740998973,4.440892098500626e-16,0.30510926081762413,5.551115123125783e-17,0.9049727324346585,2.220446049250313e-16
0.9,0.6538246541099627,0.0,2.7819544632557682,4.440892098500626e-16,0.26633041357756015,0.0,0.8104071878169786,1.1102230246251565e-16
0.9333333333333333,0.6282009946023404,1.1102230246251565e-16,3.2703199909816134,8.881784197001252e-16,0.2329187330541744,0.0,0.9524421844892126,0.0
0.9666666666666668,0.600350823514551,1.1102230246251565e-16,3.8704411863029207,4.440892098500626e-16,0.16081581817022844,2.7755575615628914e-17,1.1346113426654507,2.220446049250313e-16
1.0,0.5472340199539677,0.0,6.979590224496674,0.0,0.0843874542116215,0.0,1.3380161248876121,2.220446049250313e-16
1.0333333333333334,0.5018984297693925,1.1102230246251565e-16,9.324811974582714,1.7763568394002505e-15,0.0014586017869730394,0.0,1.2985683595218416,2.220446049250313e-16
1.0666666666666669,0.44016715920302574,0.0,11.940354217267133,1.7763568394002505e-15,-0.13697273344755082,0.0,1.3176770975417913,0.0
1.1,0.3508504353336376,0.0,15.842399349640669,0.0,-0.1597144358088546,2.7755575615628914e-17,1.4344056272403418,0.0
1.28,0.1460925443670058,0.0,4.35409238740637,8.881784197001252e-16,-0.3052954677255076,5.551115123125783e-17,0.9888122470506713,3.3306690738754696e-16
1.46,0.09585360020215802,0.0,1.6655311751798336,4.440892098500626e-16,-0.23532758789906616,0.0,0.7528636886154924,1.1102230246251565e-16
1.6400000000000001,0.07114362837560714,1.3877787807814457e-17,0.9241818628955366,1.1102230246251565e-16,-0.13468971519955478,0.0,0.48212846116943475,1.6653345369377348e-16
1.82,0.06411811791041432,0.0,0.5900174333130115,1.1102230246251565e-16,-0.15842141615168734,2.7755575615628914e-17,0.4310983395517747,5.551115123125783e-17
2.0,0.05885714828949225,1.3877787807814457e-17,0.4777026892474342,0.0,-0.13573455611439578,2.7755575615628914e-17,0.330363135172523,5.551115123125783e-17
